Kürzel,Kanton,Name,Stimmberechtigte,Abgegebene Stimmen,Beteiligung in %,Gültige Stimmzettel,Ja,Nein,Ja in %
,,13.03.1977 Neuordnung Staatsvertragsreferendum (Gegenentwurf),17255,8164,47,7807,4304,2335,65
,,13.03.1977 Neuordnung Staatsvertragsreferendum (Initiative),17255,8164,47,7807,2358,4940,32
,,13.03.1977 Beschränkung der Einbürgerungen,17255,8198,48,8080,3101,4979,38
,,13.03.1977 IV. Ueberfremdungsinitiative,17255,8197,48,8077,2725,5352,34
,,05.12.1976 40-Stunden-Woche,17092,7726,45,7667,910,6757,12
,,05.12.1976 Preisüberwachung,17092,7720,45,7629,5839,1790,77
,,05.12.1976 Geld- und Kreditpolitik,17092,7693,45,7341,4599,2742,63
,,26.09.1976 Haftpflichtversicherung für Motorfahrzeuge und Fahrräder,17061,6007,35,5932,895,5037,15
,,26.09.1976 Radio- und Fernsehartikel,17061,5969,35,5871,2769,3102,47
,,13.06.1976 Neukonzeption Arbeitslosenversicherung,16929,7806,46,7642,4684,2958,61
,,13.06.1976 IDA-Darlehen,16929,7802,46,7641,2982,4659,39
,,13.06.1976 Raumplanungsgesetz,16929,7817,46,7713,2687,5026,35
,,21.03.1976 Steuerinitiative,16828,7491,45,7295,1711,5584,24
,,21.03.1976 Gegenentwurf zur Mitbestimmungsinitiative,16828,7506,45,7359,1767,5373,25
,,21.03.1976 Mitbestimmung der Arbeitnehmer,16828,7506,45,7359,1604,5662,22
,,07.12.1975 Ein-/Ausfuhr Landwirtschaftsprodukte,16742,6209,37,6045,3390,2655,56
,,07.12.1975 Wasserwirtschaft,16742,6180,37,5928,4278,1650,72
,,07.12.1975 Niederlassungsfreiheit und Unterstützungsregelung,16742,6187,37,5962,4362,1600,73
,,08.06.1975 Erschwerung Ausgabenbeschlüsse,16484,7767,47,7616,6200,1416,81
,,08.06.1975 Erhöhung Steuereinnahmen,16484,7768,47,7616,4746,2870,62
,,08.06.1975 Generalzolltarif,16484,7762,47,7618,4262,3356,56
,,08.06.1975 Finanzierung der Nationalstrassen,16484,7759,47,7626,4703,2923,62
,,08.06.1975 Schutz der Währung,16484,7763,47,7623,6578,1045,86
,,02.03.1975 Konjunkturartikel,16273,6223,38,6085,2557,3528,42
,,08.12.1974 Soziale Krankenversicherung (Gegenentwurf),16194,7861,49,7676,3109,4175,43
,,08.12.1974 Soziale Krankenversicherung (Initiative),16194,7861,49,7676,1247,6264,17
,,08.12.1974 Erschwerung Ausgabenbeschlüsse,16194,7810,48,7479,4914,2565,66
,,08.12.1974 Verbesserung Bundeshaushalt,16194,7846,49,7588,3572,4016,47
,,20.10.1974 Gegen die Überfremdung,16144,11864,74,11733,4615,7118,39
,,02.12.1973 Tierschutzartikel,15606,7235,46,7068,5507,1561,78
,,02.12.1973 Steuerwirksame Abschreibungen,15606,7232,46,7030,4010,3020,57
,,02.12.1973 Stabilisierung des Baumarktes,15606,7235,46,7117,4243,2874,60
,,02.12.1973 Massnahmen im Kreditwesen,15606,7227,46,7089,3906,3183,55
,,02.12.1973 Preisüberwachung,15606,7230,46,7125,3958,3167,56
,,20.05.1973 Jesuiten- und Klosterartikel,15398,8236,54,8150,6983,1167,86
,,04.03.1973 Forschungsartikel,15295,5183,34,4993,2602,2391,52
,,04.03.1973 Bildungsartikel,15295,5182,34,5037,2726,2311,54
,,03.12.1972 Abkommen mit der EWG,15240,8617,57,8441,5504,2937,65
,,03.12.1972 Einführung Volkspension (Gegenentwurf),15240,8626,57,8503,6604,1678,80
,,03.12.1972 Einführung Volkspension (Initiative),15240,8626,57,8503,1004,7151,12
,,24.09.1972 Waffenausfuhrverbot,15020,6443,43,6310,2509,3801,40
,,04.06.1972 Schutz der Währung,15017,4388,29,4225,3633,592,86
,,04.06.1972 Stabilisierung des Baumarktes,15017,4384,29,4234,3637,597,86
,,05.03.1972 Mieterschutz,14818,7407,50,7229,5910,1319,82
,,05.03.1972 Gegenentwurf zur Wohnungsbau-Initiative,14818,7408,50,7221,4286,2606,62
,,05.03.1972 Förderung des Wohnungsbaues,14818,7408,50,7221,2003,5045,28
,,06.06.1971 Weiterführung der Finanzordnung,14715,7502,51,7220,4518,2702,63
,,06.06.1971 Umweltschutz,14715,7515,51,7392,6522,870,88
,,07.02.1971 Frauenstimmrecht,7190,4898,68,4844,2703,2141,56
,,15.11.1970 Änderung Finanzordnung,7189,3760,52,3661,1082,2579,30
,,27.09.1970 Wohnungs- und Familienschutz,7196,3861,54,3793,969,2824,26
,,27.09.1970 Förderung von Turnen und Sport,7196,3862,54,3794,2474,1320,65
,,07.06.1970 Gegen die Überfremdung,7143,5743,80,5684,3167,2517,56
,,01.02.1970 Inländische Zuckerwirtschaft,6998,3751,54,3687,2194,1493,60
,,14.09.1969 Bodenrecht,6881,2853,42,2760,1594,1166,58
,,01.06.1969 Eidg. technische Hochschulen,6895,2868,42,2742,974,1768,36
,,19.05.1968 Tabakbesteuerung,6799,3388,50,3292,1759,1533,53
,,18.02.1968 Steueramnestie,6751,3241,48,3140,2071,1069,66
,,02.07.1967 Gegen die Bodenspekulation,6685,3103,46,3067,424,2643,14
,,16.10.1966 Bekämpfung des Alkoholismus,6570,3852,59,3828,535,3293,14
,,16.10.1966 Auslandschweizerartikel,6570,3828,58,3733,2260,1473,61
,,16.05.1965 Milchbeschluss,6328,2741,43,2658,1708,950,64
,,28.02.1965 Massnahmen Bauwirtschaft,6322,4335,69,4275,2101,2174,49
,,28.02.1965 Massnahmen Kreditwesen,6322,4337,69,4275,2160,2115,51
,,06.12.1964 Preiskontrollmassnahmen,6285,2429,39,2329,1833,496,79
,,24.05.1964 Berufsbildungsgesetz,6240,2650,43,2551,1565,986,61
,,02.02.1964 Steueramnestie,6165,3255,53,3154,1122,2032,36
,,08.12.1963 Stipendien und Ausbildungsbeihilfen,6155,2971,48,2843,2101,742,74
,,08.12.1963 Weiterführung Finanzordnung,6155,2972,48,2868,2037,831,71
,,26.05.1963 Volksrecht und Atomwaffen,6143,3119,51,3085,455,2630,15
,,04.11.1962 Wahl des Nationalrates,6076,2645,44,2536,1422,1114,56
,,27.05.1962 Taggelder des Nationalrates,6006,2758,46,2650,865,1785,33
,,27.05.1962 Natur- und Heimatschutz,6006,2753,46,2660,1762,898,66
,,01.04.1962 Verbot der Atomwaffen,5987,3555,59,3494,481,3013,14
,,03.12.1961 Uhrenstatut,5957,3086,52,2981,1636,1345,55
,,22.10.1961 Einführung Gesetzesinitiative,5960,2843,48,2778,317,2461,11
,,05.03.1961 Treibstoffzoll für Nationalstrassenbau,5960,4190,70,4154,2739,1415,66
,,05.03.1961 Leitungsanlagen für Treibstoffe,5960,4152,70,4020,2981,1039,74
,,04.12.1960 Massnahmen Milchwirtschaft,5945,3318,56,3179,980,2199,31
,,29.05.1960 Preiskontrollmassnahmen,5888,2582,44,2485,1943,542,78
,,24.05.1959 Zivilschutzartikel,5796,2906,50,2824,1896,928,67
,,01.02.1959 Frauenstimmrecht,5809,4168,72,4138,807,3331,20
,,07.12.1958 Abkommen mit Italien zur Wasserkraft des Spöl,5760,3136,54,3071,2502,569,82
,,07.12.1958 Kursaalspiele,5760,3128,54,3049,2019,1030,66
,,26.10.1958 44-Stunden-Woche,5797,4050,70,4018,798,3220,20
,,06.07.1958 Strassennetzverbesserung,5804,3001,52,2945,2289,656,78
,,06.07.1958 Filmwesen,5804,2996,52,2909,2026,883,70
,,11.05.1958 Neuordnung Finanzhaushalt,5795,3528,61,3491,2055,1436,59
,,26.01.1958 Missbrauch wirtschaftlicher Macht,5767,3499,61,3442,622,2820,18
,,24.11.1957 Brotgetreideversorgung,5790,3111,54,3034,1770,1264,58
,,24.11.1957 Atomenergie und Strahlenschutz,5790,3119,54,3040,1962,1078,65
,,03.03.1957 Rundspruch und Fernsehen,5761,3194,55,3130,1589,1541,51
,,03.03.1957 Zivilschutzartikel,5761,3194,55,3143,1799,1344,57
,,30.09.1956 Ausgabenbeschlüsse,5757,2931,51,2856,1680,1176,59
,,30.09.1956 Revision der Brotgetreideordnung,5757,2932,51,2877,1505,1372,52
,,13.05.1956 Hilfe an die Holzverzuckerungs-AG Graubünden,5751,3316,58,3256,1364,1892,42
,,13.05.1956 Wasserrechtskonzessionen,5751,3302,57,3226,773,2453,24
,,04.03.1956 Beschränkte Preiskontrolle,5740,3007,52,2947,1976,971,67
,,13.03.1955 Mieter- und Konsumentenschutzinitiative (Gegenentwurf),5726,3367,59,3322,1821,1482,55
,,13.03.1955 Mieter- und Konsumentenschutzinitiative,5726,3367,59,3322,1158,2153,35
,,05.12.1954 Schutz der Stromlandschaft Rheinau,5721,3625,63,3582,1154,2428,32
,,24.10.1954 Finanzordnung 1955 bis 1958,5720,3095,54,3044,2308,736,76
,,20.06.1954 Hilfe an kriegsgeschädigte Auslandschweizer,5703,2649,46,2583,1101,1482,43
,,20.06.1954 Fähigkeitsausweise,5703,2648,46,2601,876,1725,34
,,06.12.1953 Schutz der Gewässer,5670,3784,67,3746,2802,944,75
,,06.12.1953 Neuordnung Finanzhaushalt,5670,3798,67,3765,936,2829,25
,,19.04.1953 Postverkehrsgesetz,5699,3513,62,3479,1087,2392,31
,,23.11.1952 Brotgetreideversorgung,5684,3421,60,3360,2126,1234,63
,,23.11.1952 Preiskontrolle,5684,3421,60,3346,1343,2003,40
,,05.10.1952 Luftschutzräume,5680,3087,54,3031,388,2643,13
,,05.10.1952 Tabaksteuer und AHV,5680,3087,54,3017,2024,993,67
,,06.07.1952 Deckung der Rüstungsausgaben,5678,2821,50,2777,1173,1604,42
,,18.05.1952 Rüstungsfinanzierung und Schutz sozialer Errungenschaften,5685,3323,59,3272,878,2394,27
,,20.04.1952 Warenumsatzsteuer-Initiative,5663,3329,59,3289,353,2936,11
,,30.03.1952 Landwirtschaftsgesetz,5657,4186,74,4132,2075,2057,50
,,02.03.1952 Bewilligungspflicht für Gasthöfe,5646,2762,49,2678,1423,1255,53
,,08.07.1951 Öffentliche Unternehmungen und Kosten der Armee,5619,2477,44,2445,299,2146,12
,,15.04.1951 Gegenentwurf zur Freigeldinitiative,5599,3532,63,3490,2756,696,80
,,15.04.1951 Freigeldinitiative,5599,3532,63,3490,214,3268,6
,,25.02.1951 Autotransportordnung,5591,3308,59,3242,1039,2203,32
,,03.12.1950 Finanzordnung 1951 bis 1954,5561,3530,64,3442,2594,848,75
,,03.12.1950 Wahl des Nationalrates,5561,3530,64,3253,2399,854,74
,,01.10.1950 Verhinderung der Spekulation,5596,2881,52,2832,409,2423,14
,,04.06.1950 Neuordnung Finanzhaushalt,5553,3129,56,3092,1399,1693,45
,,29.01.1950 Förderung Wohnbautätigkeit,5510,3027,55,2989,961,2028,32
,,11.12.1949 Dienstverhältnis Bundesbeamte,5495,4083,74,4053,1722,2331,43
,,11.09.1949 Rückkehr zur direkten Demokratie,5507,2112,38,2062,863,1199,42
,,22.05.1949 Bekämpfung der Tuberkulose,5469,3634,66,3594,383,3211,11
,,22.05.1949 Nationalbankartikel,5469,3634,66,3439,1295,2144,38
,,14.03.1948 Ordnung der Zuckerwirtschaft,5442,3175,58,3141,1177,1964,38
,,06.07.1947 Gesetz über die AHV,5532,4189,76,4168,2420,1748,58
,,06.07.1947 Revision Wirtschaftsartikel,5532,4189,76,4114,1775,2339,43
,,18.05.1947 Wirtschaftsreform und Rechte der Arbeit,5523,3086,56,3069,453,2616,15
,,08.12.1946 Recht auf Arbeit,5464,2799,51,2759,355,2404,13
,,10.02.1946 Gütertransportordnung,5467,3690,68,3669,839,2830,23
,,25.11.1945 Für die Familie,5510,3074,56,3039,2567,472,85
,,21.01.1945 Gesetz über die Bundesbahnen,5581,2802,50,2770,1219,1551,44
,,29.10.1944 Unlauterer Wettbewerb,5427,2837,52,2806,1373,1433,49
,,03.05.1942 Reorganisation des Nationalrates,5271,2250,43,2229,794,1435,36
,,25.01.1942 Volkswahl Bundesrat,5255,3190,61,3168,386,2782,12
,,09.03.1941 Neuordnung Alkoholwesen,4893,3622,74,3595,2987,608,83
,,01.12.1940 Vorunterricht in der Armee,4789,3292,69,3264,779,2485,24
,,03.12.1939 Dienstverhältnis und Versicherung Bundespersonal,4477,2818,63,2780,570,2210,21
,,04.06.1939 Armee und Arbeitslosigkeit,4432,2062,47,2039,1351,688,66
,,22.01.1939 Einschränkung Dringlichkeitsklausel,4371,1493,34,1434,923,511,64
,,22.01.1939 Verfassungsgerichtsbarkeit,4371,1493,34,1371,269,1102,20
,,27.11.1938 Übergangsordnung Finanzhaushalt,4379,2275,52,2247,1652,595,74
,,03.07.1938 Strafgesetzbuch,4414,2477,56,2453,634,1819,26
,,20.02.1938 Private Rüstungsindustrie (Gegenentwurf),4314,1845,43,1725,1349,376,78
,,20.02.1938 Private Rüstungsindustrie (Initiative),4314,1845,43,1731,134,1597,8
,,20.02.1938 Dringliche Bundesbeschlüsse und demokratische Volksrechte,4314,1845,43,1765,135,1630,8
,,20.02.1938 Rätoromanisch als Nationalsprache,4314,1845,43,1817,1671,146,92
,,28.11.1937 Verbot der Freimaurerei,4306,2348,55,2234,982,1252,44
,,08.09.1935 Initiative für die Totalrevision der Bundesverfassung,4297,2032,47,2015,877,1138,44
,,02.06.1935 Bekämpfung der Wirtschaftskrise,4267,3329,78,3315,593,2722,18
,,05.05.1935 Verkehrsteilungsgesetz,4233,2543,60,2515,536,1979,21
,,24.02.1935 Neuordnung der militärischen Ausbildung,4201,3375,80,3357,1273,2084,38
,,11.03.1934 Schutz der öffentlichen Ordnung,4159,3029,73,3009,1372,1637,46
,,28.05.1933 Herabsetzung Löhne Bundespersonal,4131,2767,67,2756,1630,1126,59
,,06.12.1931 Besteuerung des Tabaks,3915,3234,83,3213,819,2394,26
,,06.12.1931 Gesetz über die AHV,3915,3234,83,3199,526,2673,16
,,15.03.1931 Amtsdauer von Bundesbehörden,3860,1149,30,1134,938,196,83
,,15.03.1931 Wahl des Nationalrats,3860,1149,30,1107,931,176,84
,,08.02.1931 Ordensverbot,3841,643,17,639,468,171,73
,,06.04.1930 Alkoholwesen,3831,3227,84,3214,819,2395,26
,,12.05.1929 Branntweinverbot,3849,2244,58,2241,198,2043,9
,,12.05.1929 Gesetzgebung Strassenverkehr,3849,2227,58,2222,592,1630,27
,,03.03.1929 Zolltarifgesetz,3636,2144,59,2128,1618,510,76
,,03.03.1929 Getreideversorgung (Gegenentwurf),3636,2144,59,2135,1637,493,77
,,03.03.1929 Getreideversorgung (Initiative),3636,2144,59,2135,67,2061,3
,,02.12.1928 Erhaltung der Kursäle,3678,1320,36,1311,1062,249,81
,,20.05.1928 Massnahmen gegen die Überfremdung,3721,1345,36,1338,922,416,69
,,15.05.1927 Automobil- und Fahrradverkehr,3692,1395,38,1389,364,1025,26
,,15.05.1927 Entschädigung an Kantone für Alpenstrassen,3692,1379,37,1370,819,551,60
,,05.12.1926 Getreideversorgung,3641,2789,77,2782,451,2331,16
,,06.12.1925 Bundesbeschluss betreffend die AHV,3594,1993,56,1975,920,1055,47
,,25.10.1925 Aufenthalt und Niederlassung Ausländer,3603,1450,40,1422,922,500,65
,,24.05.1925 Initiative für die AHV/IV,3583,2038,57,2033,282,1751,14
,,17.02.1924 Fabrikgesetz,3578,2120,59,2114,1318,796,62
,,03.06.1923 Alkoholwesen,3641,2618,72,2613,542,2071,21
,,15.04.1923 Zollinitiative,3731,2114,57,2101,174,1927,8
,,18.02.1923 Abkommen mit Frankreich zu Hochsavoyen,3538,1267,36,1253,166,1087,13
,,18.02.1923 Schutzhaft-Initiative,3538,1270,36,1264,57,1207,5
,,03.12.1922 Einmalige Vermögensabgabe,3566,3072,86,3065,57,3008,2
,,24.09.1922 Innere Sicherheit und bedingter Strafvollzug,3476,2413,69,2396,1241,1155,52
,,11.06.1922 Wählbarkeit der Bundesbeamten,3413,1052,31,1044,152,892,15
,,11.06.1922 Ausweisung von Ausländern,3413,1052,31,1048,264,784,25
,,11.06.1922 Einbürgerungswesen,3413,1052,31,1047,110,937,11
,,22.05.1921 Artikel über die Luftschiffahrt,3481,781,22,779,455,324,58
,,22.05.1921 Artikel über den Automobil- und Fahrradverkehr,3481,794,23,791,379,412,48
,,30.01.1921 Aufhebung der Militärjustiz,3454,1300,38,1287,264,1023,21
,,30.01.1921 Staatsvertragsreferendum,3454,1300,38,1268,995,273,79
,,31.10.1920 Arbeitszeit bei den Eisenbahnen,3425,1676,49,1671,595,1076,36
,,16.05.1920 Beitritt zum Völkerbund,3437,2412,70,2407,1389,1018,58
,,21.03.1920 Gegenentwurf zur Spielbanken-Initiative,3383,1200,36,1091,574,517,53
,,21.03.1920 Verbot der Spielbanken,3383,1200,36,1109,179,930,16
,,21.03.1920 Ordnung des Arbeitsverhältnisses,3383,1200,36,1158,479,679,41
,,10.08.1919 Wahlen in den National- und Bundesrat,3312,321,10,320,188,132,59
,,04.05.1919 Ausserordentliche Kriegssteuer,3302,1272,39,1246,980,266,79
,,04.05.1919 Artikel über die Schiffahrt,3302,1277,39,1248,986,262,79
,,13.10.1918 Proporzwahl des Nationalrates,3242,1030,32,1028,831,197,81
,,02.06.1918 Initiative für die direkte Bundessteuer,3285,1842,56,1835,512,1323,28
,,13.05.1917 Stempelabgaben,3299,1011,31,1010,381,629,38
,,06.06.1915 Einmalige Kriegssteuer,3106,1533,49,1521,1422,99,94
,,25.10.1914 Gerichtsbarkeit,3225,906,28,887,380,507,43
,,04.05.1913 Krankheitsbekämpfung,3270,694,21,692,406,286,59
,,04.02.1912 Kranken- und Unfallversicherung,3264,1634,50,1625,1201,424,74
,,23.10.1910 Proporzwahl des Nationalrates,3197,1613,51,1603,1054,549,66
,,25.10.1908 Wasserkraft und Elektrizität,3198,766,24,759,585,174,77
,,05.07.1908 Absinthverbot,3211,1143,36,1136,937,199,83
,,05.07.1908 Gewerbewesen,3211,1143,36,1055,794,261,75
,,03.11.1907 Militärorganisation,3189,2449,77,2434,947,1487,39
,,10.06.1906 Lebensmittelngesetz,3199,1437,45,1432,1203,229,84
,,19.03.1905 Ausdehnung des Erfinderschutzes,3078,556,18,548,377,171,69
,,25.10.1903 Alkoholartikel,3116,1238,40,1213,534,679,44
,,25.10.1903 Wahl des Nationalrates,3116,1239,40,1234,663,571,54
,,25.10.1903 Bundesstrafrecht, Anstiftung Militärpflichtiger zu Verbrechen,3116,1239,40,1212,138,1074,11
,,15.03.1903 Zolltarifgesetz,3087,2108,68,2102,1454,648,69
,,23.11.1902 Unterstützung der Primarschule,3070,1446,47,1442,846,596,59
,,04.11.1900 Volkswahl Bundesrat,3129,1328,42,1310,733,577,56
,,04.11.1900 Proporzwahl des Nationalrates,3129,1328,42,1315,790,525,60
,,20.05.1900 Kranken-, Unfall- und Militärversicherung,3090,1789,58,1779,880,899,50
,,13.11.1898 Strafrechtseinheit,3081,1624,53,1603,730,873,46
,,13.11.1898 Zivilrechtseinheit,3081,1624,53,1597,733,864,46
,,20.02.1898 Schweiz. Bundesbahnen,3080,2321,75,2319,1160,1159,50
,,11.07.1897 Lebensmittelpolizei,3030,827,27,824,514,310,62
,,11.07.1897 Wasserbau- und Forstpolizei,3030,827,27,807,257,550,32
,,28.02.1897 Schweizerische Bundesbank,3053,1824,60,1822,284,1538,16
,,04.10.1896 Disciplinarstrafordnung der Armee,2877,1613,56,1587,121,1466,8
,,04.10.1896 Eisenbahnenrechnungsgesetz,2877,1613,56,1605,742,863,46
,,04.10.1896 Viehhandelsgesetz,2877,1613,56,1544,547,997,35
,,03.11.1895 Militärartikel,2869,2084,73,2076,560,1516,27
,,29.09.1895 Zündhölzchenmonopol,2872,1135,40,1130,224,906,20
,,03.02.1895 Gesandtschaftsgesetz,2895,915,32,913,66,847,7
,,04.11.1894 Zollinitiative,2936,2238,76,2232,1447,785,65
,,03.06.1894 Recht auf Arbeit,2922,1173,40,1171,154,1017,13
,,04.03.1894 Vorschriften für das Gewerbe,2886,1014,35,1012,178,834,18
,,20.08.1893 Schächtverbot,2860,849,30,848,486,362,57
,,06.12.1891 Rückkauf der Centralbahn,2933,...,...,1506,121,1385,8
,,18.10.1891 Zolltarifgesetz,...,1067,...,1020,674,346,66
,,18.10.1891 Banknotenmonopol,...,1067,...,1053,580,473,55
,,05.07.1891 Einführung der Volksinitiative,2933,1080,37,1080,931,149,86
,,15.03.1891 Pensionsgesetz,2900,1819,63,1814,138,1676,8
,,26.10.1890 Unfall- und Krankenversicherung,2875,1234,43,1223,873,350,71
,,17.11.1889 Schuldbetreibung und Konkurs,2857,1930,68,1922,589,1333,31
,,10.07.1887 Erfindungsschutz,2804,609,22,608,507,101,83
,,15.05.1887 Alkoholmonopol,2847,1779,63,1779,1379,400,78
,,25.10.1885 Alkoholregelung,...,1693,...,1693,1381,312,82
,,11.05.1884 Gesandtschaft in Washington,2797,1874,67,1849,178,1671,10
,,11.05.1884 Bundesstrafrecht (Stabio Artikel),2797,1874,67,1857,192,1665,10
,,11.05.1884 Patenttaxen der Handelsreisenden,2797,1874,67,1860,209,1651,11
,,11.05.1884 Organisation des Justiz- und Polizeidepartements,2797,1874,67,1866,180,1686,10
,,26.11.1882 Schulsekretär,...,...,...,2616,139,2477,5
,,30.07.1882 Epidemiengesetz,...,...,...,1064,92,972,9
,,30.07.1882 Erfindungsschutz,...,...,...,992,492,500,50
,,31.10.1880 Banknotenmonopol,...,...,...,1702,346,1356,20
,,18.05.1879 Wiedereinführung der Todesstrafe,2893,...,...,1727,1392,335,81
,,19.01.1879 Subvention der Alpenbahnen,2835,...,...,1872,1688,184,90
,,21.10.1877 Politische Rechte,...,...,...,1812,167,1645,9
,,21.10.1877 Militärpflichtersatz,...,...,...,1816,221,1595,12
,,21.10.1877 Fabrikgesetz,...,...,...,1806,1506,300,83
,,09.07.1876 Militärpflichtersatzsteuer,...,...,...,1573,426,1147,27
,,23.04.1876 Banknotengesetz,...,...,...,1218,212,1006,17
,,23.05.1875 Politisches Stimmrecht,...,...,...,1953,221,1732,11
,,23.05.1875 Zivilstand und Ehe,...,...,...,2028,237,1791,12
,,19.04.1874 Totalrevision,...,...,...,2757,522,2235,19
,,12.05.1872 Totalrevision,...,...,...,2444,306,2138,13
,,14.01.1866 Lotterie und Hasardspiele,...,...,...,1618,334,1284,21
,,14.01.1866 Schutz des geistigen Eigentums,...,...,...,1620,254,1366,16
,,14.01.1866 Ausschliessung Strafarten,...,...,...,1676,31,1645,2
,,14.01.1866 Glaubens- und Kultusfreiheit,...,...,...,1709,89,1620,5
,,14.01.1866 Stimmrecht in kantonalen Angelegenheiten,...,...,...,1695,137,1558,8
,,14.01.1866 Zivilrechtliche Verhältnisse der Niedergelassenen,...,...,...,1691,75,1616,4
,,14.01.1866 Stimmrecht in Gemeindeangelegenheiten,...,...,...,1716,102,1614,6
,,14.01.1866 Gleichstellung der Juden,...,...,...,1830,107,1723,6
,,14.01.1866 Mass und Gewicht,...,...,...,1865,188,1677,10
GL,Glarus,24.09.2017 Reform der Altersvorsorge,26381,10936,42,10844,4014,6830,37
,,24.09.2017 Zusatzfinanzierung der AHV,26381,10940,42,10858,4197,6661,39
,,24.09.2017 Ernährungssicherheit,26381,10879,41,10675,7393,3282,69
,,21.05.2017 Energiegesetz,26380,9459,36,9419,4119,5300,44
,,12.02.2017 Unternehmenssteuerreform III,26316,10366,39,10163,3867,6296,38
,,12.02.2017 Fonds für die Nationalstrassen und den Agglomerationsverkehr,26316,10411,40,10278,6782,3496,66
,,12.02.2017 Erleichterte Einbürgerung der dritten Ausländergeneration,26316,10433,40,10370,5144,5226,50
,,27.11.2016 Atomausstiegsinitiative,26348,10168,39,10126,3902,6224,39
,,25.09.2016 Nachrichtendienstgesetz,26318,8673,33,8510,5345,3165,63
,,25.09.2016 Initiative «AHVplus: für eine starke AHV»,26318,8687,33,8625,3186,5439,37
,,25.09.2016 Initiative «Grüne Wirtschaft»,26318,8686,33,8612,2687,5925,31
,,05.06.2016 Asylgesetz,26307,9703,37,9534,6047,3487,63
,,05.06.2016 Fortpflanzungsmedizingesetz,26307,9691,37,9407,5415,3992,58
,,05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»,26307,9708,37,9562,3139,6423,33
